id,date,commodity,unit,min,max,avg
11853,2026-04-26,आलु रातो(भारतीय),के जी,22.0,24.0,23.0
11854,2026-04-26,आलु रातो(लाम्चो),के.जी.,20.0,25.0,22.5
11855,2026-04-26,इमली,के.जी.,170.0,180.0,175.0
11856,2026-04-26,काउली स्थानिय,के.जी.,20.0,30.0,24.17
11857,2026-04-26,काक्रो(लोकल),के.जी.,40.0,50.0,43.33
11858,2026-04-26,काक्रो(लोकलक्रस),के.जी.,50.0,60.0,55.0
11859,2026-04-26,काक्रो(हाइब्रीड),के जी,20.0,25.0,21.67
11860,2026-04-26,कागती,के.जी.,370.0,380.0,375.0
11861,2026-04-26,किवि,केजी,400.0,450.0,425.0
11862,2026-04-26,कुरीलो,के.जी.,400.0,500.0,450.0
11863,2026-04-26,केरा(नेपाली),दर्जन,200.0,250.0,225.0
11864,2026-04-26,कोइरालो,के.जी.,250.0,300.0,275.0
11865,2026-04-26,खुर्सानी हरियो(अकबरे),के जी,400.0,500.0,450.0
11866,2026-04-26,खुर्सानी हरियो(बुलेट),के जी,50.0,60.0,55.0
11867,2026-04-26,खुर्सानी हरियो(माछे),के जी,50.0,60.0,55.0
11868,2026-04-26,खुर्सानी हरियो(लाम्चो),के जी,70.0,80.0,75.0
11869,2026-04-26,खु्र्सानी सुकेको,के.जी.,400.0,450.0,425.0
11870,2026-04-26,गाजर(तराई),केजी,16.0,30.0,23.0
11871,2026-04-26,गाजर(लोकल),के.जी.,40.0,60.0,50.0
11872,2026-04-26,गान्टे मूला,के.जी.,40.0,50.0,45.0
11873,2026-04-26,गुन्दुक,के.जी.,250.0,280.0,265.0
11874,2026-04-26,गोलभेडा ठूलो(भारतीय),केजी,90.0,100.0,95.0
11875,2026-04-26,गोलभेडा सानो(तराई),के जी,50.0,60.0,55.0
11876,2026-04-26,गोलभेडा सानो(भारतीय),के जी,50.0,60.0,56.25
11877,2026-04-26,गोलभेडा सानो(लोकल),के.जी.,55.0,65.0,59.0
11878,2026-04-26,ग्याठ कोबी,के.जी.,40.0,50.0,45.0
11879,2026-04-26,घिउ सिमी(राजमा),केजी,90.0,100.0,95.0
11880,2026-04-26,घिउ सिमी(लोकल),के.जी.,15.0,30.0,22.5
11881,2026-04-26,घिउ सिमी(हाइब्रीड),केजी,25.0,35.0,30.0
11882,2026-04-26,घिरौला,के.जी.,25.0,35.0,31.25
11883,2026-04-26,चमसूरको साग,के.जी.,60.0,70.0,65.0
11884,2026-04-26,चिचिण्डो,के.जी.,30.0,40.0,35.0
11885,2026-04-26,चुकुन्दर,के.जी.,50.0,70.0,60.0
11886,2026-04-26,च्याउ(कन्य),के.जी.,220.0,250.0,235.0
11887,2026-04-26,च्याउ(डल्ले),के जी,400.0,450.0,425.0
11888,2026-04-26,छ्यापी सुकेको,के.जी.,100.0,120.0,110.0
11889,2026-04-26,छ्यापी हरियो,के.जी.,80.0,90.0,85.0
11890,2026-04-26,जिरीको साग,के.जी.,70.0,80.0,75.0
11891,2026-04-26,टाटे सिमी,के.जी.,120.0,130.0,125.0
11892,2026-04-26,तरबुजा(हरियो),के.जी.,35.0,45.0,40.0
11893,2026-04-26,ताजा माछा(छडी),के जी,280.0,300.0,290.0
11894,2026-04-26,ताजा माछा(बचुवा),के जी,300.0,310.0,305.0
11895,2026-04-26,ताजा माछा(रहु),के जी,320.0,340.0,330.0
11896,2026-04-26,तामा,के.जी.,120.0,140.0,130.0
11897,2026-04-26,तितो करेला,के.जी.,40.0,60.0,48.0
11898,2026-04-26,तोफु,के.जी.,130.0,150.0,140.0
11899,2026-04-26,तोरीको साग,के.जी.,35.0,40.0,37.5
11900,2026-04-26,नासपाती(चाइनिज),केजी,230.0,250.0,240.0
11901,2026-04-26,न्यूरो,के.जी.,70.0,80.0,75.0
11902,2026-04-26,परवर(तराई),केजी,60.0,70.0,65.0
11903,2026-04-26,परवर(लोकल),के.जी.,50.0,60.0,55.0
11904,2026-04-26,पार्सले,के.जी.,170.0,190.0,180.0
11905,2026-04-26,पालूगो साग,के.जी.,70.0,80.0,75.0
11906,2026-04-26,पिंडालू,के.जी.,45.0,55.0,50.0
11907,2026-04-26,पुदीना,के.जी.,90.0,100.0,95.0
11908,2026-04-26,प्याज सुकेको (भारतीय),के.जी.,34.0,36.0,35.0
11909,2026-04-26,प्याज हरियो,के.जी.,100.0,120.0,110.0
11910,2026-04-26,फर्सी पाकेको,के.जी.,55.0,60.0,57.5
11911,2026-04-26,फर्सी हरियो(लाम्चो),के.जी.,15.0,25.0,20.0
11912,2026-04-26,बकूला,के.जी.,40.0,60.0,50.0
11913,2026-04-26,बन्दा(तराई),केजी,25.0,35.0,30.0
11914,2026-04-26,बन्दा(लोकल),के.जी.,35.0,45.0,40.0
11915,2026-04-26,बरेला,के.जी.,50.0,60.0,55.0
11916,2026-04-26,बोडी(तने),के.जी.,20.0,40.0,28.33
11917,2026-04-26,ब्रोकाउली,के.जी.,70.0,90.0,80.0
11918,2026-04-26,भटमासकोशा,के.जी.,120.0,140.0,130.0
11919,2026-04-26,भन्टा डल्लो,के.जी.,50.0,60.0,55.0
11920,2026-04-26,भन्टा लाम्चो,के.जी.,40.0,50.0,45.0
11921,2026-04-26,भिण्डी,के.जी.,50.0,80.0,62.5
11922,2026-04-26,भुई कटहर,प्रति गोटा,220.0,250.0,235.0
11923,2026-04-26,भेडे खु्र्सानी,के.जी.,100.0,120.0,110.0
11924,2026-04-26,मटरकोशा,के.जी.,45.0,55.0,50.0
11925,2026-04-26,मूला सेतो(लोकल),के.जी.,15.0,20.0,17.5
11926,2026-04-26,मेथीको साग,के.जी.,60.0,70.0,65.0
11927,2026-04-26,मेवा(नेपाली),के.जी.,70.0,80.0,75.0
11928,2026-04-26,मेवा(भारतीय),केजी,75.0,90.0,82.5
11929,2026-04-26,राजा च्याउ,के.जी.,280.0,300.0,290.0
11930,2026-04-26,रातो बन्दा,के.जी.,40.0,50.0,45.0
11931,2026-04-26,रायो साग,के.जी.,30.0,55.0,41.25
11932,2026-04-26,रुख कटहर,के.जी.,55.0,70.0,61.67
11933,2026-04-26,लसुन सुकेको चाइनिज,के.जी.,190.0,200.0,195.0
11934,2026-04-26,लसुन सुकेको नेपाली,के.जी.,95.0,130.0,108.75
11935,2026-04-26,लसुन हरियो,के.जी.,180.0,200.0,190.0
11936,2026-04-26,लौका,के.जी.,15.0,25.0,18.75
11937,2026-04-26,सखरखण्ड,के.जी.,65.0,75.0,70.0
11938,2026-04-26,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
11939,2026-04-26,सेतो मूला(हाइब्रीड),केजी,20.0,30.0,25.0
11940,2026-04-26,सेलरी,के.जी.,160.0,180.0,170.0
11941,2026-04-26,सौफको साग,के.जी.,70.0,80.0,75.0
11942,2026-04-26,स्कूस,के.जी.,50.0,60.0,53.75
11943,2026-04-26,स्याउ(झोले),के.जी.,220.0,250.0,235.0
11944,2026-04-26,स्याउ(फूजी),के जी,250.0,300.0,275.0
11945,2026-04-26,हरियो धनिया,के.जी.,50.0,70.0,60.0
11946,2026-04-26,हरियो फर्सी(डल्लो),केजी,12.0,25.0,17.0
11947,2026-04-27,अंगुर(कालो),केजी,350.0,380.0,365.0
11948,2026-04-27,अंगुर(हरियो),के.जी.,220.0,240.0,230.0
11949,2026-04-27,अदुवा,के.जी.,80.0,100.0,90.0
11950,2026-04-27,अनार,के.जी.,420.0,470.0,445.0
11951,2026-04-27,आभोकाडो,के.जी,700.0,800.0,750.0
11952,2026-04-27,आलु रातो(भारतीय),के जी,22.0,24.0,23.0
11953,2026-04-27,आलु रातो(लाम्चो),के.जी.,20.0,25.0,22.5
11954,2026-04-27,इमली,के.जी.,170.0,180.0,175.0
11955,2026-04-27,काउली स्थानिय,के.जी.,15.0,30.0,23.75
11956,2026-04-27,काक्रो(लोकल),के.जी.,40.0,55.0,47.5
11957,2026-04-27,काक्रो(लोकलक्रस),के.जी.,50.0,70.0,60.0
11958,2026-04-27,काक्रो(हाइब्रीड),के जी,20.0,30.0,25.0
11959,2026-04-27,कागती,के.जी.,370.0,380.0,375.0
11960,2026-04-27,किवि,केजी,400.0,450.0,425.0
11961,2026-04-27,कुरीलो,के.जी.,400.0,500.0,450.0
11962,2026-04-27,केरा(नेपाली),दर्जन,200.0,250.0,225.0
11963,2026-04-27,कोइरालो,के.जी.,250.0,300.0,275.0
11964,2026-04-27,खुर्सानी हरियो(अकबरे),के जी,400.0,500.0,450.0
11965,2026-04-27,खुर्सानी हरियो(बुलेट),के जी,50.0,60.0,55.0
11966,2026-04-27,खुर्सानी हरियो(माछे),के जी,50.0,70.0,58.75
11967,2026-04-27,खुर्सानी हरियो(लाम्चो),के जी,70.0,80.0,75.0
11968,2026-04-27,खु्र्सानी सुकेको,के.जी.,400.0,450.0,425.0
11969,2026-04-27,गाजर(तराई),केजी,16.0,30.0,23.0
11970,2026-04-27,गाजर(लोकल),के.जी.,45.0,60.0,52.5
11971,2026-04-27,गान्टे मूला,के.जी.,40.0,50.0,45.0
11972,2026-04-27,गुन्दुक,के.जी.,250.0,300.0,275.0
11973,2026-04-27,गोलभेडा ठूलो(भारतीय),केजी,100.0,110.0,105.0
11974,2026-04-27,गोलभेडा सानो(तराई),के जी,52.0,60.0,56.33
11975,2026-04-27,गोलभेडा सानो(भारतीय),के जी,54.0,63.0,58.5
11976,2026-04-27,गोलभेडा सानो(लोकल),के.जी.,55.0,65.0,59.5
11977,2026-04-27,ग्याठ कोबी,के.जी.,40.0,50.0,45.0
11978,2026-04-27,घिउ सिमी(राजमा),केजी,90.0,110.0,100.0
11979,2026-04-27,घिउ सिमी(लोकल),के.जी.,15.0,30.0,22.5
11980,2026-04-27,घिउ सिमी(हाइब्रीड),केजी,25.0,35.0,30.0
11981,2026-04-27,घिरौला,के.जी.,25.0,35.0,30.0
11982,2026-04-27,चमसूरको साग,के.जी.,60.0,70.0,65.0
11983,2026-04-27,चिचिण्डो,के.जी.,30.0,40.0,35.0
11984,2026-04-27,चुकुन्दर,के.जी.,50.0,70.0,62.5
11985,2026-04-27,च्याउ(कन्य),के.जी.,200.0,220.0,210.0
11986,2026-04-27,च्याउ(डल्ले),के जी,400.0,450.0,425.0
11987,2026-04-27,जिरीको साग,के.जी.,80.0,100.0,90.0
11988,2026-04-27,टाटे सिमी,के.जी.,120.0,130.0,125.0
11989,2026-04-27,तरबुजा(हरियो),के.जी.,35.0,45.0,40.0
11990,2026-04-27,ताजा माछा(छडी),के जी,280.0,300.0,290.0
11991,2026-04-27,ताजा माछा(बचुवा),के जी,300.0,310.0,305.0
11992,2026-04-27,ताजा माछा(रहु),के जी,320.0,340.0,330.0
11993,2026-04-27,तामा,के.जी.,140.0,160.0,150.0
11994,2026-04-27,तितो करेला,के.जी.,40.0,60.0,50.0
11995,2026-04-27,तोफु,के.जी.,130.0,150.0,140.0
11996,2026-04-27,तोरीको साग,के.जी.,35.0,40.0,37.5
11997,2026-04-27,नासपाती(चाइनिज),केजी,230.0,250.0,240.0
11998,2026-04-27,न्यूरो,के.जी.,70.0,80.0,75.0
11999,2026-04-27,परवर(तराई),केजी,60.0,70.0,65.0
12000,2026-04-27,परवर(लोकल),के.जी.,60.0,70.0,65.0
12001,2026-04-27,पार्सले,के.जी.,180.0,200.0,190.0
12002,2026-04-27,पालूगो साग,के.जी.,70.0,80.0,75.0
12003,2026-04-27,पिंडालू,के.जी.,45.0,55.0,50.0
12004,2026-04-27,पुदीना,के.जी.,100.0,110.0,105.0
12005,2026-04-27,प्याज सुकेको (भारतीय),के.जी.,34.0,36.0,35.0
12006,2026-04-27,प्याज हरियो,के.जी.,120.0,150.0,135.0
12007,2026-04-27,फर्सी पाकेको,के.जी.,55.0,60.0,57.5
12008,2026-04-27,फर्सी हरियो(लाम्चो),के.जी.,15.0,25.0,20.0
12009,2026-04-27,बकूला,के.जी.,40.0,60.0,50.0
12010,2026-04-27,बन्दा(तराई),केजी,25.0,35.0,30.0
12011,2026-04-27,बन्दा(लोकल),के.जी.,35.0,50.0,42.5
12012,2026-04-27,बरेला,के.जी.,50.0,60.0,55.0
12013,2026-04-27,बोडी(तने),के.जी.,20.0,40.0,30.0
12014,2026-04-27,ब्रोकाउली,के.जी.,60.0,90.0,75.0
12015,2026-04-27,भटमासकोशा,के.जी.,120.0,140.0,130.0
12016,2026-04-27,भन्टा डल्लो,के.जी.,50.0,60.0,55.0
12017,2026-04-27,भन्टा लाम्चो,के.जी.,40.0,50.0,45.0
12018,2026-04-27,भिण्डी,के.जी.,45.0,60.0,51.25
12019,2026-04-27,भुई कटहर,प्रति गोटा,230.0,250.0,240.0
12020,2026-04-27,भेडे खु्र्सानी,के.जी.,90.0,110.0,100.0
12021,2026-04-27,मटरकोशा,के.जी.,45.0,55.0,50.0
12022,2026-04-27,मूला सेतो(लोकल),के.जी.,15.0,20.0,17.5
12023,2026-04-27,मेथीको साग,के.जी.,60.0,70.0,65.0
12024,2026-04-27,मेवा(नेपाली),के.जी.,70.0,80.0,75.0
12025,2026-04-27,मेवा(भारतीय),केजी,80.0,90.0,85.0
12026,2026-04-27,राजा च्याउ,के.जी.,280.0,300.0,290.0
12027,2026-04-27,रातो बन्दा,के.जी.,40.0,50.0,45.0
12028,2026-04-27,रायो साग,के.जी.,40.0,60.0,50.0
12029,2026-04-27,रुख कटहर,के.जी.,60.0,70.0,65.0
12030,2026-04-27,लसुन सुकेको चाइनिज,के.जी.,190.0,200.0,195.0
12031,2026-04-27,लसुन सुकेको नेपाली,के.जी.,100.0,120.0,110.0
12032,2026-04-27,लसुन हरियो,के.जी.,140.0,160.0,150.0
12033,2026-04-27,लौका,के.जी.,15.0,25.0,20.0
12034,2026-04-27,सखरखण्ड,के.जी.,65.0,75.0,70.0
12035,2026-04-27,सजिवन,के.जी.,100.0,120.0,110.0
12036,2026-04-27,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
12037,2026-04-27,सेतो मूला(हाइब्रीड),केजी,20.0,25.0,22.5
12038,2026-04-27,सेलरी,के.जी.,160.0,180.0,170.0
12039,2026-04-27,सौफको साग,के.जी.,70.0,80.0,75.0
12040,2026-04-27,स्कूस,के.जी.,50.0,60.0,55.0
12041,2026-04-27,स्याउ(झोले),के.जी.,220.0,250.0,235.0
12042,2026-04-27,स्याउ(फूजी),के जी,250.0,300.0,275.0
12043,2026-04-27,हरियो फर्सी(डल्लो),केजी,15.0,25.0,20.0
12044,2026-04-28,अंगुर(कालो),केजी,340.0,360.0,350.0
12045,2026-04-28,अंगुर(हरियो),के.जी.,220.0,240.0,230.0
12046,2026-04-28,अदुवा,के.जी.,80.0,100.0,90.0
12047,2026-04-28,अनार,के.जी.,430.0,470.0,450.0
12048,2026-04-28,आभोकाडो,के.जी,700.0,800.0,750.0
12049,2026-04-28,आलु रातो(भारतीय),के जी,22.0,24.0,23.0
12050,2026-04-28,आलु रातो(लाम्चो),के.जी.,20.0,25.0,22.5
12051,2026-04-28,इमली,के.जी.,170.0,180.0,175.0
12052,2026-04-28,काउली स्थानिय,के.जी.,20.0,35.0,26.43
12053,2026-04-28,काक्रो(लोकल),के.जी.,40.0,50.0,46.25
12054,2026-04-28,काक्रो(लोकलक्रस),के.जी.,50.0,60.0,55.0
12055,2026-04-28,कागती,के.जी.,370.0,390.0,380.0
12056,2026-04-28,किवि,केजी,400.0,450.0,425.0
12057,2026-04-28,कुरीलो,के.जी.,400.0,500.0,437.5
12058,2026-04-28,केरा(नेपाली),दर्जन,200.0,250.0,225.0
12059,2026-04-28,कोइरालो,के.जी.,270.0,300.0,285.0
12060,2026-04-28,खुर्सानी हरियो(अकबरे),के जी,400.0,500.0,450.0
12061,2026-04-28,खुर्सानी हरियो(बुलेट),के जी,50.0,60.0,55.0
12062,2026-04-28,खुर्सानी हरियो(माछे),के जी,50.0,60.0,55.0
12063,2026-04-28,खुर्सानी हरियो(लाम्चो),के जी,70.0,80.0,75.0
12064,2026-04-28,खु्र्सानी सुकेको,के.जी.,400.0,450.0,425.0
12065,2026-04-28,गाजर(तराई),केजी,20.0,30.0,25.0
12066,2026-04-28,गाजर(लोकल),के.जी.,45.0,60.0,52.5
12067,2026-04-28,गान्टे मूला,के.जी.,40.0,50.0,45.0
12068,2026-04-28,गुन्दुक,के.जी.,250.0,300.0,275.0
12069,2026-04-28,गोलभेडा ठूलो(नेपाली),के.जी.,60.0,70.0,65.0
12070,2026-04-28,गोलभेडा ठूलो(भारतीय),केजी,100.0,110.0,105.0
12071,2026-04-28,गोलभेडा सानो(तराई),के जी,55.0,65.0,60.0
12072,2026-04-28,गोलभेडा सानो(भारतीय),के जी,55.0,64.0,59.25
12073,2026-04-28,गोलभेडा सानो(लोकल),के.जी.,60.0,70.0,63.75
12074,2026-04-28,ग्याठ कोबी,के.जी.,40.0,50.0,45.0
12075,2026-04-28,घिउ सिमी(राजमा),केजी,90.0,110.0,100.0
12076,2026-04-28,घिउ सिमी(लोकल),के.जी.,15.0,30.0,22.5
12077,2026-04-28,घिउ सिमी(हाइब्रीड),केजी,25.0,35.0,30.0
12078,2026-04-28,घिरौला,के.जी.,30.0,50.0,38.0
12079,2026-04-28,चमसूरको साग,के.जी.,70.0,80.0,75.0
12080,2026-04-28,चिचिण्डो,के.जी.,30.0,40.0,35.0
12081,2026-04-28,चुकुन्दर,के.जी.,60.0,70.0,65.0
12082,2026-04-28,च्याउ(कन्य),के.जी.,180.0,200.0,190.0
12083,2026-04-28,च्याउ(डल्ले),के जी,400.0,450.0,425.0
12084,2026-04-28,जिरीको साग,के.जी.,80.0,90.0,85.0
12085,2026-04-28,टाटे सिमी,के.जी.,120.0,130.0,125.0
12086,2026-04-28,तरबुजा(हरियो),के.जी.,35.0,45.0,40.0
12087,2026-04-28,तरुल,के.जी.,80.0,100.0,90.0
12088,2026-04-28,ताजा माछा(छडी),के जी,280.0,300.0,290.0
12089,2026-04-28,ताजा माछा(बचुवा),के जी,300.0,310.0,305.0
12090,2026-04-28,ताजा माछा(रहु),के जी,320.0,340.0,330.0
12091,2026-04-28,तामा,के.जी.,140.0,160.0,150.0
12092,2026-04-28,तितो करेला,के.जी.,30.0,50.0,40.0
12093,2026-04-28,तोफु,के.जी.,130.0,150.0,140.0
12094,2026-04-28,तोरीको साग,के.जी.,25.0,35.0,30.0
12095,2026-04-28,नासपाती(चाइनिज),केजी,230.0,250.0,240.0
12096,2026-04-28,न्यूरो,के.जी.,70.0,80.0,75.0
12097,2026-04-28,परवर(तराई),केजी,50.0,60.0,55.0
12098,2026-04-28,परवर(लोकल),के.जी.,50.0,60.0,55.0
12099,2026-04-28,पार्सले,के.जी.,180.0,200.0,190.0
12100,2026-04-28,पालूगो साग,के.जी.,70.0,80.0,75.0
12101,2026-04-28,पिंडालू,के.जी.,40.0,50.0,45.0
12102,2026-04-28,पुदीना,के.जी.,100.0,110.0,105.0
12103,2026-04-28,प्याज सुकेको (भारतीय),के.जी.,35.0,36.0,35.5
12104,2026-04-28,प्याज हरियो,के.जी.,80.0,120.0,98.33
12105,2026-04-28,फर्सी पाकेको,के.जी.,55.0,60.0,57.5
12106,2026-04-28,फर्सी हरियो(लाम्चो),के.जी.,15.0,25.0,20.0
12107,2026-04-28,बन्दा(तराई),केजी,30.0,35.0,32.5
12108,2026-04-28,बन्दा(लोकल),के.जी.,35.0,45.0,40.0
12109,2026-04-28,बोडी(तने),के.जी.,20.0,40.0,30.0
12110,2026-04-28,ब्रोकाउली,के.जी.,50.0,80.0,68.0
12111,2026-04-28,भटमासकोशा,के.जी.,140.0,180.0,157.5
12112,2026-04-28,भन्टा डल्लो,के.जी.,40.0,50.0,45.0
12113,2026-04-28,भन्टा लाम्चो,के.जी.,30.0,40.0,35.0
12114,2026-04-28,भिण्डी,के.जी.,50.0,60.0,53.33
12115,2026-04-28,भुई कटहर,प्रति गोटा,230.0,250.0,240.0
12116,2026-04-28,भेडे खु्र्सानी,के.जी.,70.0,90.0,81.67
12117,2026-04-28,मटरकोशा,के.जी.,40.0,50.0,45.0
12118,2026-04-28,मूला सेतो(लोकल),के.जी.,15.0,20.0,17.5
12119,2026-04-28,मेथीको साग,के.जी.,70.0,80.0,75.0
12120,2026-04-28,मेवा(नेपाली),के.जी.,70.0,80.0,75.0
12121,2026-04-28,मेवा(भारतीय),केजी,80.0,90.0,85.0
12122,2026-04-28,राजा च्याउ,के.जी.,280.0,300.0,290.0
12123,2026-04-28,रातो बन्दा,के.जी.,40.0,50.0,45.0
12124,2026-04-28,रायो साग,के.जी.,30.0,50.0,40.0
12125,2026-04-28,रुख कटहर,के.जी.,60.0,70.0,65.0
12126,2026-04-28,लसुन सुकेको चाइनिज,के.जी.,190.0,200.0,195.0
12127,2026-04-28,लसुन सुकेको नेपाली,के.जी.,100.0,120.0,110.0
12128,2026-04-28,लसुन हरियो,के.जी.,130.0,150.0,142.5
12129,2026-04-28,लौका,के.जी.,15.0,25.0,20.0
12130,2026-04-28,सखरखण्ड,के.जी.,70.0,80.0,75.0
12131,2026-04-28,सजिवन,के.जी.,100.0,120.0,110.0
12132,2026-04-28,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
12133,2026-04-28,सेतो मूला(हाइब्रीड),केजी,15.0,30.0,21.25
12134,2026-04-28,सेलरी,के.जी.,160.0,180.0,170.0
12135,2026-04-28,सौफको साग,के.जी.,70.0,80.0,75.0
12136,2026-04-28,स्कूस,के.जी.,60.0,70.0,65.0
12137,2026-04-28,स्थानीय काउली(ज्यापु),केजी,30.0,40.0,35.0
12138,2026-04-28,स्याउ(झोले),के.जी.,220.0,250.0,235.0
12139,2026-04-28,स्याउ(फूजी),के जी,250.0,300.0,275.0
12140,2026-04-28,हरियो धनिया,के.जी.,50.0,80.0,65.0
12141,2026-04-28,हरियो फर्सी(डल्लो),केजी,15.0,25.0,21.25
12142,2026-04-29,अंगुर(कालो),केजी,340.0,360.0,350.0
12143,2026-04-29,अंगुर(हरियो),के.जी.,220.0,240.0,230.0
12144,2026-04-29,अदुवा,के.जी.,80.0,100.0,90.0
12145,2026-04-29,अनार,के.जी.,430.0,480.0,455.0
12146,2026-04-29,आभोकाडो,के.जी,700.0,800.0,750.0
12147,2026-04-29,आलु रातो(भारतीय),के जी,22.0,24.0,23.0
12148,2026-04-29,आलु रातो(लाम्चो),के.जी.,22.0,27.0,25.0
12149,2026-04-29,इमली,के.जी.,170.0,180.0,175.0
12150,2026-04-29,काउली स्थानिय,के.जी.,20.0,30.0,25.0
12151,2026-04-29,काक्रो(लोकल),के.जी.,35.0,50.0,42.5
12152,2026-04-29,काक्रो(लोकलक्रस),के.जी.,50.0,60.0,55.0
12153,2026-04-29,काक्रो(हाइब्रीड),के जी,15.0,25.0,20.0
12154,2026-04-29,कागती,के.जी.,370.0,380.0,375.0
12155,2026-04-29,किवि,केजी,400.0,450.0,425.0
12156,2026-04-29,कुरीलो,के.जी.,400.0,500.0,450.0
12157,2026-04-29,केरा(नेपाली),दर्जन,200.0,220.0,210.0
12158,2026-04-29,कोइरालो,के.जी.,270.0,300.0,285.0
12159,2026-04-29,खुर्सानी हरियो(बुलेट),के जी,50.0,60.0,55.0
12160,2026-04-29,खुर्सानी हरियो(माछे),के जी,50.0,60.0,55.0
12161,2026-04-29,खुर्सानी हरियो(लाम्चो),के जी,50.0,80.0,68.33
12162,2026-04-29,खु्र्सानी सुकेको,के.जी.,400.0,450.0,425.0
12163,2026-04-29,गाजर(तराई),केजी,20.0,30.0,25.0
12164,2026-04-29,गाजर(लोकल),के.जी.,40.0,60.0,50.0
12165,2026-04-29,गान्टे मूला,के.जी.,40.0,50.0,45.0
12166,2026-04-29,गुन्दुक,के.जी.,250.0,300.0,275.0
12167,2026-04-29,गोलभेडा ठूलो(भारतीय),केजी,90.0,110.0,100.0
12168,2026-04-29,गोलभेडा सानो(तराई),के जी,50.0,60.0,55.0
12169,2026-04-29,गोलभेडा सानो(भारतीय),के जी,50.0,60.0,55.0
12170,2026-04-29,गोलभेडा सानो(लोकल),के.जी.,60.0,70.0,65.0
12171,2026-04-29,ग्याठ कोबी,के.जी.,40.0,50.0,45.0
12172,2026-04-29,घिउ सिमी(राजमा),केजी,70.0,90.0,80.0
12173,2026-04-29,घिउ सिमी(लोकल),के.जी.,15.0,30.0,22.5
12174,2026-04-29,घिउ सिमी(हाइब्रीड),केजी,25.0,35.0,30.0
12175,2026-04-29,घिरौला,के.जी.,25.0,35.0,30.0
12176,2026-04-29,चमसूरको साग,के.जी.,60.0,70.0,65.0
12177,2026-04-29,चिचिण्डो,के.जी.,25.0,30.0,27.5
12178,2026-04-29,च्याउ(कन्य),के.जी.,180.0,200.0,190.0
12179,2026-04-29,च्याउ(डल्ले),के जी,400.0,450.0,425.0
12180,2026-04-29,जिरीको साग,के.जी.,80.0,90.0,85.0
12181,2026-04-29,टाटे सिमी,के.जी.,100.0,110.0,105.0
12182,2026-04-29,तरबुजा(हरियो),के.जी.,35.0,50.0,42.5
12183,2026-04-29,तरुल,के.जी.,80.0,100.0,90.0
12184,2026-04-29,ताजा माछा(छडी),के जी,280.0,300.0,290.0
12185,2026-04-29,ताजा माछा(बचुवा),के जी,300.0,310.0,305.0
12186,2026-04-29,ताजा माछा(रहु),के जी,320.0,340.0,330.0
12187,2026-04-29,तामा,के.जी.,140.0,160.0,150.0
12188,2026-04-29,तितो करेला,के.जी.,20.0,40.0,29.17
12189,2026-04-29,तोफु,के.जी.,130.0,150.0,140.0
12190,2026-04-29,तोरीको साग,के.जी.,20.0,30.0,25.0
12191,2026-04-29,नासपाती(चाइनिज),केजी,230.0,250.0,240.0
12192,2026-04-29,न्यूरो,के.जी.,70.0,80.0,75.0
12193,2026-04-29,परवर(तराई),केजी,60.0,70.0,65.0
12194,2026-04-29,परवर(लोकल),के.जी.,60.0,70.0,65.0
12195,2026-04-29,पार्सले,के.जी.,250.0,300.0,275.0
12196,2026-04-29,पालूगो साग,के.जी.,60.0,70.0,65.0
12197,2026-04-29,पिंडालू,के.जी.,40.0,50.0,45.0
12198,2026-04-29,पुदीना,के.जी.,100.0,110.0,105.0
12199,2026-04-29,प्याज सुकेको (भारतीय),के.जी.,35.0,37.0,36.0
12200,2026-04-29,प्याज हरियो,के.जी.,60.0,80.0,72.5
12201,2026-04-29,फर्सी पाकेको,के.जी.,55.0,60.0,57.5
12202,2026-04-29,फर्सी हरियो(लाम्चो),के.जी.,15.0,25.0,20.0
12203,2026-04-29,बन्दा(तराई),केजी,20.0,35.0,27.5
12204,2026-04-29,बन्दा(लोकल),के.जी.,30.0,40.0,35.0
12205,2026-04-29,बरेला,के.जी.,60.0,70.0,65.0
12206,2026-04-29,बोडी(तने),के.जी.,50.0,70.0,60.0
12207,2026-04-29,ब्रोकाउली,के.जी.,50.0,80.0,65.0
12208,2026-04-29,भटमासकोशा,के.जी.,150.0,180.0,165.0
12209,2026-04-29,भन्टा डल्लो,के.जी.,40.0,50.0,45.0
12210,2026-04-29,भन्टा लाम्चो,के.जी.,30.0,40.0,35.0
12211,2026-04-29,भिण्डी,के.जी.,40.0,60.0,50.0
12212,2026-04-29,भुई कटहर,प्रति गोटा,230.0,250.0,240.0
12213,2026-04-29,भेडे खु्र्सानी,के.जी.,70.0,90.0,77.5
12214,2026-04-29,मटरकोशा,के.जी.,30.0,50.0,40.0
12215,2026-04-29,मेथीको साग,के.जी.,60.0,70.0,65.0
12216,2026-04-29,मेवा(नेपाली),के.जी.,70.0,80.0,73.33
12217,2026-04-29,मेवा(भारतीय),केजी,80.0,90.0,85.0
12218,2026-04-29,राजा च्याउ,के.जी.,280.0,300.0,290.0
12219,2026-04-29,रातो बन्दा,के.जी.,40.0,50.0,45.0
12220,2026-04-29,रायो साग,के.जी.,30.0,50.0,43.33
12221,2026-04-29,रुख कटहर,के.जी.,60.0,70.0,65.0
